store_id,zone_name,machine_project_id,fleet_project_id,cluster_name,location,node_count,cluster_ipv4_cidr,services_ipv4_cidr,external_load_balancer_ipv4_address_pools,sync_repo,sync_branch,sync_dir,secrets_project_id,git_token_secrets_manager_name,cluster_version,maintenance_window_start,maintenance_window_end,maintenance_window_recurrence,maintenance_exclusion_name_1,maintenance_exclusion_start_1,maintenance_exclusion_end_1,subnet_vlans,recreate_on_delete,enable_robin_cns
store-0011,us-central1-edge-tst011,acp-prod-1,acp-prod-1,cluster-0011,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.111.241-172.20.111.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0011/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0012,us-central1-edge-tst012,acp-prod-1,acp-prod-1,cluster-0012,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.112.241-172.20.112.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0012/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0013,us-central1-edge-tst013,acp-prod-1,acp-prod-1,cluster-0013,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.113.241-172.20.113.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0013/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0014,us-central1-edge-tst014,acp-prod-1,acp-prod-1,cluster-0014,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.114.241-172.20.114.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0014/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0015,us-central1-edge-tst015,acp-prod-1,acp-prod-1,cluster-0015,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.115.241-172.20.115.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0015/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0016,us-central1-edge-tst016,acp-prod-1,acp-prod-1,cluster-0016,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.116.241-172.20.116.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0016/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0017,us-central1-edge-tst017,acp-prod-1,acp-prod-1,cluster-0017,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.117.241-172.20.117.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0017/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0018,us-central1-edge-tst018,acp-prod-1,acp-prod-1,cluster-0018,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.118.241-172.20.118.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0018/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0019,us-central1-edge-tst019,acp-prod-1,acp-prod-1,cluster-0019,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.119.241-172.20.119.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0019/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
store-0020,us-central1-edge-tst020,acp-prod-1,acp-prod-1,cluster-0020,us-central1,3,172.16.0.0/17,192.168.30.0/23,172.20.120.241-172.20.120.246,https://gitlab.com/gcp-solutions-public/retail-edge/gdce/primary-root-repo,main,/config/clusters/cluster-0020/meta,acp-prod-1,cs-git-pat,1.7.0,,,,,,,100,true,false
